Duration,22 m 5 s
Start Time,Tue Dec 22 15:36:50 IST 2015
End Time,Tue Dec 22 15:59:00 IST 2015
Total Users,10
Total Hits,22200
Total Throughput,852285.55 Kb
Average Hits,16.75 hits/s
Average Throughput/s,643.23 kb/s
Testcases passed,100
Testcases failed,0
Testcases error rate,0
Step passed,2000
Step failed,0
Step error rate,0


Testcase name,User Count,User Percentage,Step name,Request name,Duration detail,Response Code,Success Count,Failure Count,Failure Rate(%),Total Step,Total Request,Average Duration (sec),Standard Deviation Duration (sec),Minimum Duration (sec),Duration 85 Percentile (sec),Duration 90 Percentile (sec),Duration 95 Percentile (sec),Maximum Duration (sec),Average Size (Kb),Standard Deviation Size (Kb),Minimum Size (Kb),Size 85 Percentile (Kb),Size 90 Percentile (Kb),Size 95 Percentile (Kb),Maximum Size (Kb)
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.28,0.28,0.43,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0,0.01,0.01,0.31,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.22,0.12,1.09,1.24,1.25,1.32,2.01,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.01,0.27,0.3,0.3,0.31,0.35,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.93,0.12,0.82,0.94,0.94,1.03,1.72,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/29/small/ror_ringer.jpeg?1450727467,,,100,0,0,,100,0.29,0.03,0.26,0.29,0.31,0.33,0.52,3.17,0,3.17,3.17,3.17,3.17,3.17
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.25,0.28,0.28,0.3,0.51,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.02,0.05,0.14,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/24/small/ror_baseball.jpeg?1450727465,,,100,0,0,,100,0.29,0.03,0.26,0.29,0.32,0.32,0.45,4.51,0,4.51,4.51,4.51,4.51,4.51
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.29,0.29,0.4,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.02,0.05,0.14,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.46,0.16,0.26,0.58,0.6,0.68,1.03,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.29,0.29,0.3,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.18,0.16,0,0.29,0.3,0.4,0.75,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.06,0.79,0.91,0.92,0.94,1.34,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.26,0.28,0.28,0.28,0.3,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.3,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.05,0.27,0.35,0.36,0.36,0.76,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/26/small/ror_jr_spaghetti.jpeg?1450727466,,,100,0,0,,100,0.29,0.06,0.26,0.29,0.3,0.33,0.67,2.35,0,2.35,2.35,2.35,2.35,2.35
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.28,0.28,0.38,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.02,0.05,0,0.01,0.01,0.02,0.38,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/40/small/spree_spaghetti.jpeg?1450727473,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.3,0.3,0.4,0.92,0,0.92,0.92,0.92,0.92,0.92
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.28,0.3,0.3,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.01,0.01,0.11,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/products,,,100,0,0,,100,0.34,0.03,0.31,0.37,0.38,0.38,0.57,16.55,0,16.55,16.55,16.55,16.55,16.55
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.32,0.03,0.3,0.36,0.37,0.38,0.56,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.02,0.02,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.89,0.18,0.56,0.9,1.09,1.53,1.65,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.29,0.3,0.48,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.61,0.17,0.28,0.61,0.81,1.26,1.37,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/21/small/ror_tote.jpeg?1450727464,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.3,0.4,4.54,0,4.54,4.54,4.54,4.54,4.54
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.29,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.01,0.09,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.04,0.26,0.31,0.33,0.36,0.55,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.28,0.29,0.5,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0.03,0.04,0.05,0.27,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/23/small/ror_bag.jpeg?1450727465,,,100,0,0,,100,0.29,0.04,0.26,0.3,0.3,0.31,0.56,4.94,0,4.94,4.94,4.94,4.94,4.94
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.29,0.29,0.3,0.43,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0.01,0.01,0.03,0.26,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.31,0.31,0.32,0.43,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.3,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.02,0,0,0.01,0.03,0.14,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.35,0.15,0.26,0.56,0.58,0.64,1.03,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.28,0.29,0.3,0.36,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.08,0.15,0,0.28,0.28,0.31,0.76,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/41/small/spree_jersey.jpeg?1450727473,,,100,0,0,,100,0.29,0.06,0.26,0.29,0.32,0.33,0.77,2.35,0,2.35,2.35,2.35,2.35,2.35
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.26,0.28,0.29,0.31,0.58,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.05,0,0.01,0.01,0.01,0.51,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,8) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/products?page=2,,,,100,0,0,100,1100,6.65,0.68,5.83,6.8,6.95,7.03,9.09,420.61,0,420.61,420.61,420.61,420.61,420.61
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.16,0.23,0.79,1.35,1.37,1.44,2.11,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.29,0.29,0.29,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.88,0.23,0.53,1.08,1.1,1.15,1.83,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/43/small/spree_stein.jpeg?1450727474,,,100,0,0,,100,0.29,0.06,0.26,0.29,0.3,0.31,0.72,1.65,0,1.65,1.65,1.65,1.65,1.65
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.28,0.28,0.43,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0.01,0.01,0.02,0.29,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/31/small/ror_stein.jpeg?1450727468,,,100,0,0,,100,0.28,0.03,0.26,0.29,0.3,0.33,0.42,3.39,0,3.39,3.39,3.39,3.39,3.39
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.28,0.29,0.38,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.04,0.14,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/27/small/ror_mug.jpeg?1450727467,,,100,0,0,,100,0.29,0.07,0.26,0.28,0.29,0.35,0.71,3.5,0,3.5,3.5,3.5,3.5,3.5
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.27,0.28,0.28,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.02,0.07,0,0,0,0.08,0.44,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.22,0.15,0.92,1.24,1.24,1.42,1.96,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.3,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.92,0.14,0.64,0.94,0.95,1.13,1.67,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/products?page=2,,,100,0,0,,100,0.61,0.05,0.56,0.64,0.67,0.68,0.94,8.53,0,8.53,8.53,8.53,8.53,8.53
"",,,,,Sending,,100,0,0,,0,0.28,0.01,0.26,0.28,0.28,0.28,0.31,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.32,0.01,0.3,0.34,0.35,0.36,0.39,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.02,0.04,0,0.01,0.02,0.06,0.3,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.84,0.06,0.77,0.85,0.85,0.86,1.19,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.26,0.28,0.28,0.3,0.31,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.28,0.29,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.29,0.05,0.26,0.28,0.29,0.29,0.63,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.3,0.3,0.31,0.44,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.3,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0,0.01,0.01,0.1,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.46,0.16,0.26,0.56,0.56,0.59,1.22,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.28,0.29,0.29,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.18,0.16,0,0.28,0.3,0.3,0.94,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/45/small/spree_mug.jpeg?1450727475,,,100,0,0,,100,0.28,0.04,0.26,0.28,0.29,0.34,0.54,1.4,0,1.4,1.4,1.4,1.4,1.4
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.02,0.26,0.28,0.28,0.28,0.39,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0.01,0.01,0.02,0.27,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.12,0.8,0.89,0.89,0.92,1.63,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.26,0.28,0.29,0.29,0.33,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.3,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.33,0.11,0.27,0.32,0.32,0.33,1.07,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,9) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby,,,,100,0,0,100,800,5.65,0.56,4.83,6.02,6.45,6.55,7.35,422.48,0,422.48,422.48,422.48,422.48,422.48
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby,,,100,0,0,,100,0.4,0.19,0.35,0.42,0.42,0.47,2.26,9.86,0,9.86,9.86,9.86,9.86,9.86
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.37,0.03,0.34,0.39,0.39,0.41,0.57,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.03,0.19,0,0.01,0.02,0.03,1.9,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.16,0.22,0.79,1.36,1.38,1.43,1.79,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.29,0.3,0.32,0.47,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.88,0.21,0.53,1.09,1.09,1.14,1.51,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.25,0.13,0.93,1.3,1.32,1.44,1.76,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.28,0.3,0.3,0.31,0.44,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.95,0.12,0.63,1,1.02,1.16,1.47,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.04,0.26,0.29,0.29,0.31,0.52,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.26,0.28,0.28,0.29,0.51,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.01,0.15,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.84,0.07,0.77,0.87,0.92,0.98,1.18,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.25,0.29,0.29,0.3,0.36,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.29,0.3,0.31,0.38,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.29,0.05,0.26,0.29,0.31,0.38,0.58,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.31,0.04,0.28,0.3,0.3,0.32,0.56,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.3,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0,0.01,0.01,0.26,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.47,0.15,0.26,0.57,0.57,0.58,1.24,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.28,0.29,0.29,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.19,0.15,0,0.29,0.29,0.3,0.97,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.9,0.13,0.81,0.89,0.9,0.92,1.74,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.26,0.28,0.28,0.29,0.37,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.29,0.29,0.3,0.49,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.34,0.12,0.23,0.32,0.33,0.35,1.18,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,10) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart,,,,100,0,0,100,900,5.91,0.49,5.07,6.28,6.32,6.47,7.25,424.19,0,424.19,424.19,424.19,424.19,424.19
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.17,0.2,0.78,1.39,1.52,1.52,1.72,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.29,0.3,0.32,0.39,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.89,0.2,0.52,1.1,1.17,1.24,1.44,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/21/small/ror_tote.jpeg?1450727464,,,100,0,0,,100,0.29,0.03,0.26,0.3,0.3,0.37,0.43,4.54,0,4.54,4.54,4.54,4.54,4.54
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.29,0.3,0.35,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.02,0.03,0.14,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.26,0.16,1.11,1.3,1.32,1.46,1.97,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0.01,0,0,0,0,0.12,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.28,0.32,0.32,0.32,0.36,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.96,0.15,0.82,0.98,1.02,1.16,1.67,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.02,0.26,0.3,0.32,0.33,0.39,10.48,0,10.48,10.48,10.48,10.48,10.48
